edad,renuncia,viajes,departamento,educacion,campo_de_educacion,satisfaccion_ambiente,genero,tarifa_por_hora,involucracion_laboral,rol_laboral,satisfaccion_laboral,estado_civil,ingreso_mensual,num_empresas_trabajadas,horas_extras,incremento_salarial_porcentaje,calificacion_de_rendimiento,antiguedad,entrenamientos,antiguedad_en_la_empresa,antiguedad_en_el_puesto,anios_desde_ultimo_ascenso,anios_con_actual_supervisor
40,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Medicina,1,Masculino,51,2,Técnico de Laboratorio,3,Soltero,5094,6,No,14,3,10,6,1,0,0,0
30,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Femenino,52,2,Director de Manufactura,4,Soltero,6877,5,Si,24,4,12,4,0,0,0,0
45,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,2,Femenino,95,2,Cientí­fico de Investigación,3,Soltero,2274,1,No,14,3,1,3,1,0,0,0
42,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,2,Masculino,98,3,Director de Manufactura,2,Casado,4434,1,No,13,3,10,3,9,8,7,8
38,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Ciencias de la Vida,1,Masculino,45,2,Representante de Salud,1,Divorciado,6288,2,No,15,3,13,3,4,3,1,2
34,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Femenino,100,2,Cientí­fico de Investigación,4,Soltero,2553,1,No,16,3,6,3,5,2,1,3
43,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,2,Masculino,94,3,Director de Investigación,1,Casado,17159,6,No,24,4,22,3,4,1,1,0
27,No,Viaja_Raramente,Investigación y Desarrollo,1,Grado Tí©cnico,3,Masculino,42,2,Director de Investigación,4,Divorciado,12808,1,Si,16,3,9,3,9,8,0,8
35,No,Viaja_Raramente,Investigación y Desarrollo,3,Otro,3,Masculino,59,3,Director de Manufactura,3,Soltero,10221,3,No,21,4,17,3,8,5,1,6
28,No,Viaja_Raramente,Ventas,4,Mercadeo,2,Femenino,81,3,Ejecutivo de Ventas,2,Casado,4779,1,Si,20,4,8,2,8,7,7,5
34,No,Viaja_Raramente,Recursos Humanos,2,Recursos Humanos,3,Masculino,88,3,Recursos Humanos,4,Casado,3737,0,No,19,3,4,1,3,2,0,2
27,No,No_Viaja,Investigación y Desarrollo,3,Medicina,4,Masculino,50,3,Cientí­fico de Investigación,4,Casado,1706,1,No,11,3,0,6,0,0,0,0
51,No,Viaja_Raramente,Ventas,4,Mercadeo,1,Femenino,66,3,Gerente,3,Casado,16307,2,No,14,3,29,2,20,6,4,17
44,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Masculino,50,3,Representante de Salud,2,Soltero,5933,9,No,12,3,10,2,5,2,2,3
25,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,1,Masculino,65,4,Cientí­fico de Investigación,1,Soltero,3424,7,No,13,3,6,3,4,3,0,1
33,No,Viaja_Raramente,Ventas,3,Medicina,1,Masculino,48,4,Ejecutivo de Ventas,1,Divorciado,4037,1,No,22,4,9,5,9,8,0,8
35,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,3,Femenino,53,2,Cientí­fico de Investigación,1,Soltero,2559,1,No,11,3,6,3,6,5,1,1
36,No,Viaja_Raramente,Ventas,2,Ciencias de la Vida,2,Masculino,56,3,Ejecutivo de Ventas,4,Casado,6201,1,Si,14,3,18,1,18,14,4,11
32,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,2,Masculino,73,3,Ejecutivo de Ventas,4,Divorciado,4403,2,No,11,3,8,3,5,2,0,3
30,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Ciencias de la Vida,2,Masculino,75,2,Cientí­fico de Investigación,4,Divorciado,3761,9,No,12,3,10,3,5,4,0,3
53,No,Viaja_Raramente,Ventas,2,Mercadeo,1,Femenino,78,2,Ejecutivo de Ventas,4,Casado,10934,7,Si,18,3,35,3,5,2,0,4
45,No,Viaja_Raramente,Ventas,3,Mercadeo,4,Masculino,74,3,Ejecutivo de Ventas,1,Divorciado,10761,4,Si,12,3,18,2,5,4,0,2
32,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,3,Femenino,91,4,Cientí­fico de Investigación,3,Casado,5175,5,No,12,3,9,3,5,3,1,3
52,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Medicina,3,Femenino,81,2,Director de Manufactura,4,Casado,13826,3,No,22,4,31,3,9,8,0,0
37,No,Viaja_Raramente,Ventas,4,Mercadeo,4,Masculino,66,2,Ejecutivo de Ventas,3,Divorciado,6334,4,No,19,3,9,2,1,0,0,0
28,No,Viaja_Raramente,Recursos Humanos,2,Medicina,2,Masculino,63,2,Recursos Humanos,4,Divorciado,4936,1,No,13,3,6,6,5,1,0,4
22,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,4,Masculino,33,2,Director de Manufactura,4,Casado,4775,6,No,22,4,4,2,2,2,2,2
44,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,1,Masculino,62,4,Técnico de Laboratorio,4,Casado,2818,2,Si,24,4,10,2,3,2,0,2
42,No,Viaja_Frecuentemente,Investigación y Desarrollo,1,Medicina,2,Masculino,35,3,Cientí­fico de Investigación,4,Soltero,2515,5,Si,14,3,8,2,2,1,2,2
36,No,Viaja_Raramente,Recursos Humanos,3,Ciencias de la Vida,1,Masculino,77,2,Recursos Humanos,1,Casado,2342,0,No,21,4,6,3,5,4,0,3
25,No,Viaja_Raramente,Ventas,1,Otro,3,Masculino,98,3,Ejecutivo de Ventas,1,Casado,4194,1,Si,18,3,5,3,5,3,0,3
35,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Femenino,66,2,Director de Manufactura,3,Casado,10685,1,Si,20,4,17,2,17,14,5,15
32,No,No_Viaja,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,61,3,Técnico de Laboratorio,4,Divorciado,2314,0,No,12,3,4,2,3,0,0,2
25,No,Viaja_Raramente,Ventas,1,Mercadeo,3,Masculino,87,2,Ejecutivo de Ventas,1,Casado,4256,1,No,12,3,5,1,5,2,0,3
49,No,Viaja_Raramente,Investigación y Desarrollo,3,Grado Tí©cnico,3,Femenino,36,3,Cientí­fico de Investigación,1,Casado,3580,2,No,16,3,7,2,4,2,0,2
24,No,No_Viaja,Investigación y Desarrollo,1,Ciencias de la Vida,1,Masculino,46,2,Técnico de Laboratorio,4,Casado,3162,0,No,17,3,6,2,5,2,3,4
32,No,Viaja_Frecuentemente,Ventas,2,Ciencias de la Vida,2,Masculino,48,3,Ejecutivo de Ventas,2,Casado,6524,1,No,14,3,10,3,10,8,5,3
38,No,Viaja_Raramente,Ventas,3,Mercadeo,2,Masculino,98,2,Representante de Ventas,2,Casado,2899,0,No,19,3,3,3,2,2,1,2
42,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Femenino,95,4,Técnico de Laboratorio,4,Casado,5231,2,Si,13,3,17,1,5,3,1,3
31,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Masculino,48,3,Cientí­fico de Investigación,4,Casado,2356,3,Si,19,3,8,2,6,4,0,2
53,No,Viaja_Raramente,Ventas,3,Mercadeo,1,Masculino,73,3,Ejecutivo de Ventas,4,Casado,11836,5,No,14,3,28,3,2,0,2,2
35,No,Viaja_Raramente,Investigación y Desarrollo,3,Grado Tí©cnico,4,Masculino,78,2,Director de Manufactura,2,Casado,10903,3,No,16,3,16,2,13,10,4,8
37,No,Viaja_Frecuentemente,Ventas,2,Medicina,3,Femenino,54,3,Representante de Ventas,4,Casado,2973,5,No,15,3,10,3,5,4,0,0
53,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Femenino,72,3,Director de Investigación,4,Soltero,14275,6,No,18,3,33,0,12,9,3,8
43,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Femenino,33,3,Representante de Salud,4,Casado,5562,4,No,13,3,12,2,5,2,2,2
47,No,Viaja_Raramente,Ventas,2,Mercadeo,3,Femenino,35,3,Ejecutivo de Ventas,4,Casado,4537,0,Si,22,4,8,2,7,6,7,7
37,No,No_Viaja,Ventas,2,Medicina,1,Masculino,32,3,Ejecutivo de Ventas,2,Soltero,7642,1,Si,13,3,10,2,10,0,0,9
50,No,No_Viaja,Investigación y Desarrollo,4,Ciencias de la Vida,1,Masculino,98,3,Gerente,1,Divorciado,17924,1,No,11,3,31,3,31,6,14,7
39,No,Viaja_Raramente,Recursos Humanos,3,Ciencias de la Vida,4,Femenino,42,2,Recursos Humanos,4,Casado,5204,8,No,11,3,13,2,5,4,0,4
33,No,Viaja_Raramente,Recursos Humanos,2,Recursos Humanos,4,Masculino,57,3,Recursos Humanos,2,Divorciado,2277,3,Si,11,3,7,4,4,3,0,3
29,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,1,Femenino,62,2,Técnico de Laboratorio,4,Divorciado,2532,6,No,14,3,8,5,4,3,0,3
44,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,2,Masculino,61,3,Cientí­fico de Investigación,1,Casado,2559,1,Si,13,3,8,0,8,7,7,1
28,No,Viaja_Raramente,Ventas,4,Medicina,1,Masculino,98,3,Ejecutivo de Ventas,4,Soltero,4908,1,No,14,3,4,3,4,2,0,2
43,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,1,Femenino,55,3,Director de Manufactura,2,Divorciado,4765,4,No,21,4,4,2,1,0,0,0
36,No,Viaja_Raramente,Investigación y Desarrollo,1,Ciencias de la Vida,3,Masculino,68,3,Representante de Salud,4,Casado,6586,0,Si,17,3,17,2,16,8,4,11
47,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,4,Femenino,65,2,Representante de Ventas,4,Soltero,3294,1,Si,18,3,3,3,3,2,1,2
28,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Femenino,77,3,Cientí­fico de Investigación,3,Divorciado,2377,5,No,18,3,6,2,2,2,2,2
27,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,2,Femenino,76,3,Cientí­fico de Investigación,3,Soltero,2318,1,No,19,3,1,2,1,1,0,0
34,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,2,Masculino,83,3,Técnico de Laboratorio,2,Divorciado,2008,1,No,14,3,1,3,1,0,1,0
42,No,Viaja_Raramente,Ventas,2,Medicina,3,Femenino,68,2,Ejecutivo de Ventas,3,Soltero,6244,7,No,17,3,10,6,5,4,0,3
33,No,Viaja_Raramente,Investigación y Desarrollo,4,Otro,3,Masculino,100,2,Cientí­fico de Investigación,1,Soltero,2799,3,Si,11,3,6,1,3,2,0,2
58,No,Viaja_Raramente,Investigación y Desarrollo,3,Grado Tí©cnico,3,Femenino,37,2,Representante de Salud,2,Divorciado,10552,2,Si,13,3,24,3,6,0,0,4
31,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,2,Masculino,41,2,Representante de Ventas,3,Casado,2329,3,No,15,3,13,2,7,7,5,2
35,No,Viaja_Raramente,Investigación y Desarrollo,1,Ciencias de la Vida,4,Femenino,51,3,Representante de Salud,4,Casado,4014,1,Si,25,4,10,2,10,6,0,7
49,No,Viaja_Raramente,Investigación y Desarrollo,2,Otro,1,Femenino,51,3,Técnico de Laboratorio,2,Casado,7403,4,No,11,3,29,3,26,9,1,7
48,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,4,Masculino,51,3,Cientí­fico de Investigación,3,Casado,2259,4,No,17,3,13,2,0,0,0,0
31,No,No_Viaja,Ventas,2,Mercadeo,4,Femenino,45,3,Ejecutivo de Ventas,3,Casado,6932,1,No,13,3,9,2,9,8,0,0
36,No,Viaja_Raramente,Investigación y Desarrollo,4,Otro,2,Masculino,65,3,Cientí­fico de Investigación,4,Soltero,4678,2,No,18,3,8,6,6,2,0,1
38,No,Viaja_Raramente,Investigación y Desarrollo,3,Grado Tí©cnico,4,Femenino,80,3,Director de Investigación,1,Casado,13582,1,No,13,3,15,3,15,12,5,11
32,No,No_Viaja,Investigación y Desarrollo,3,Ciencias de la Vida,3,Femenino,70,2,Técnico de Laboratorio,2,Casado,2332,6,No,20,4,5,3,3,0,0,2
40,No,Viaja_Raramente,Ventas,4,Mercadeo,1,Masculino,67,2,Ejecutivo de Ventas,2,Divorciado,9705,2,No,12,3,11,2,1,0,0,0
26,No,Viaja_Frecuentemente,Ventas,3,Medicina,3,Masculino,52,2,Ejecutivo de Ventas,1,Soltero,4294,1,No,12,3,7,2,7,7,0,7
41,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Masculino,59,3,Técnico de Laboratorio,1,Soltero,4721,2,Si,13,3,20,3,18,13,2,17
36,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,3,Masculino,79,3,Técnico de Laboratorio,3,Soltero,2519,4,No,21,4,16,6,11,8,3,9
31,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Femenino,41,3,Representante de Salud,4,Casado,5855,0,Si,11,3,10,2,9,7,8,5
40,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Medicina,4,Masculino,35,3,Cientí­fico de Investigación,2,Divorciado,3617,8,Si,14,3,3,2,1,1,0,0
32,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,3,Femenino,93,3,Director de Manufactura,1,Casado,6725,1,No,12,3,8,2,8,7,6,3
33,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,2,Femenino,42,2,Representante de Salud,4,Soltero,6949,0,No,14,3,6,3,5,0,1,4
45,No,No_Viaja,Investigación y Desarrollo,2,Ciencias de la Vida,3,Masculino,57,3,Técnico de Laboratorio,2,Casado,4447,1,No,12,3,9,5,9,7,0,8
29,No,Viaja_Frecuentemente,Ventas,3,Grado Tí©cnico,3,Femenino,84,3,Representante de Ventas,4,Casado,2157,1,No,15,3,3,5,3,1,0,2
35,No,Viaja_Raramente,Ventas,3,Medicina,3,Femenino,86,3,Ejecutivo de Ventas,3,Casado,4601,1,No,16,3,5,3,5,2,1,0
52,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,4,Masculino,70,3,Gerente,4,Casado,17099,2,No,15,3,26,2,9,8,7,8
53,No,Viaja_Raramente,Ventas,2,Medicina,3,Masculino,45,3,Gerente,3,Divorciado,14852,6,No,13,3,22,3,17,13,15,2
30,No,Viaja_Raramente,Ventas,2,Otro,3,Masculino,62,3,Ejecutivo de Ventas,3,Divorciado,7264,5,No,11,3,10,2,8,4,7,7
38,No,No_Viaja,Ventas,3,Grado Tí©cnico,3,Femenino,85,3,Ejecutivo de Ventas,4,Soltero,5666,1,Si,13,3,6,1,5,3,1,3
35,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,4,Masculino,92,3,Ejecutivo de Ventas,4,Divorciado,7823,6,No,13,3,12,2,10,9,0,8
39,No,Viaja_Raramente,Ventas,5,Ciencias de la Vida,1,Masculino,41,4,Ejecutivo de Ventas,3,Soltero,7880,0,No,18,3,9,3,8,7,0,7
47,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Medicina,3,Masculino,64,4,Director de Manufactura,3,Divorciado,5067,1,Si,19,3,20,3,19,10,2,7
36,No,No_Viaja,Ventas,4,Grado Tí©cnico,1,Masculino,84,3,Ejecutivo de Ventas,4,Divorciado,5079,4,No,13,3,12,3,7,7,0,7
33,No,No_Viaja,Ventas,3,Ciencias de la Vida,4,Masculino,38,3,Gerente,3,Soltero,17444,1,No,11,3,10,2,10,8,6,0
33,No,Viaja_Raramente,Investigación y Desarrollo,1,Ciencias de la Vida,2,Femenino,53,3,Cientí­fico de Investigación,4,Soltero,3452,3,No,18,3,5,4,3,2,0,2
45,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,4,Femenino,91,3,Técnico de Laboratorio,4,Divorciado,2270,3,No,14,3,8,2,5,3,0,2
50,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,4,Masculino,66,3,Director de Investigación,4,Divorciado,17399,9,No,22,4,32,1,5,4,1,3
33,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Otro,3,Femenino,84,4,Representante de Salud,2,Casado,5488,1,Si,13,3,6,2,6,5,1,2
41,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Medicina,1,Masculino,64,3,Director de Investigación,3,Divorciado,19419,2,No,17,3,21,2,18,16,0,11
27,No,Viaja_Raramente,Investigación y Desarrollo,4,Grado Tí©cnico,3,Femenino,37,3,Técnico de Laboratorio,2,Casado,2811,9,No,14,3,4,2,2,2,2,2
45,No,No_Viaja,Investigación y Desarrollo,2,Ciencias de la Vida,4,Masculino,42,3,Técnico de Laboratorio,1,Casado,3633,1,Si,15,3,9,2,9,8,0,8
47,No,Viaja_Raramente,Ventas,2,Ciencias de la Vida,4,Femenino,83,3,Ejecutivo de Ventas,4,Soltero,4163,1,Si,17,3,9,0,9,0,0,7
50,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,95,3,Director de Manufactura,3,Casado,13973,3,Si,18,3,22,2,12,11,1,5
38,No,Viaja_Frecuentemente,Investigación y Desarrollo,1,Medicina,3,Masculino,66,3,Cientí­fico de Investigación,3,Casado,2684,0,No,17,3,3,0,2,1,0,2
46,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,4,Masculino,75,3,Director de Manufactura,3,Divorciado,10845,6,No,13,3,13,3,8,7,0,7
24,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,4,Femenino,41,2,Director de Manufactura,3,Divorciado,4377,1,No,15,3,5,6,4,2,3,2
31,No,Viaja_Frecuentemente,Investigación y Desarrollo,1,Ciencias de la Vida,3,Femenino,96,3,Director de Manufactura,1,Casado,4148,1,No,12,3,4,1,4,3,0,3
18,No,No_Viaja,Investigación y Desarrollo,2,Ciencias de la Vida,2,Masculino,73,3,Cientí­fico de Investigación,4,Soltero,1051,1,No,15,3,0,2,0,0,0,0
54,No,Viaja_Raramente,Investigación y Desarrollo,3,Grado Tí©cnico,3,Femenino,56,3,Director de Manufactura,3,Casado,10739,8,No,11,3,22,2,10,7,0,8
35,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,3,Femenino,57,3,Representante de Salud,3,Divorciado,10388,1,Si,11,3,16,3,16,10,10,1
30,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,2,Femenino,73,4,Director de Investigación,1,Casado,11416,0,Si,12,3,9,4,8,7,1,7
26,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,4,Masculino,32,4,Director de Manufactura,4,Casado,5472,1,No,12,3,8,2,8,7,1,3
22,No,Viaja_Raramente,Investigación y Desarrollo,1,Ciencias de la Vida,2,Masculino,94,1,Técnico de Laboratorio,1,Casado,2451,1,No,15,3,4,3,4,3,1,1
48,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,1,Masculino,97,2,Representante de Salud,3,Soltero,4240,2,No,13,3,19,0,2,2,2,2
48,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Masculino,78,2,Representante de Salud,3,Soltero,10999,7,No,14,3,27,3,15,11,4,8
41,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,4,Femenino,42,3,Director de Manufactura,3,Soltero,5003,6,No,14,3,8,6,2,2,2,1
39,No,Viaja_Raramente,Investigación y Desarrollo,1,Ciencias de la Vida,4,Femenino,65,2,Director de Manufactura,4,Casado,12742,1,No,16,3,21,3,21,6,11,8
27,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,1,Femenino,47,3,Director de Manufactura,4,Casado,4227,0,No,18,3,4,2,3,2,2,2
35,No,Viaja_Raramente,Investigación y Desarrollo,3,Otro,2,Masculino,45,3,Técnico de Laboratorio,4,Divorciado,3917,1,No,20,4,3,4,3,2,1,2
42,No,Viaja_Raramente,Ventas,2,Mercadeo,4,Masculino,90,3,Gerente,3,Casado,18303,6,No,13,3,21,3,1,0,0,0
50,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,1,Masculino,64,3,Técnico de Laboratorio,4,Casado,2380,4,No,18,3,8,5,1,0,0,0
59,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Femenino,69,2,Director de Manufactura,4,Soltero,13726,3,Si,13,3,30,4,5,3,4,3
55,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Medicina,3,Masculino,62,3,Representante de Salud,2,Casado,6385,3,Si,14,3,17,3,8,7,6,7
41,No,No_Viaja,Investigación y Desarrollo,1,Ciencias de la Vida,2,Femenino,55,1,Director de Investigación,3,Divorciado,19973,1,No,22,4,21,3,21,16,5,10
38,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,2,Masculino,42,3,Ejecutivo de Ventas,4,Soltero,6861,8,Si,12,3,19,1,1,0,0,0
44,No,Viaja_Raramente,Ventas,3,Medicina,4,Femenino,53,4,Ejecutivo de Ventas,4,Casado,13320,3,Si,18,3,23,2,12,11,11,11
50,No,No_Viaja,Ventas,3,Ciencias de la Vida,4,Femenino,95,3,Ejecutivo de Ventas,3,Casado,6347,0,No,12,3,19,3,18,7,0,13
39,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Medicina,4,Femenino,82,3,Director de Manufactura,1,Soltero,10880,1,Si,13,3,21,2,21,6,2,8
33,No,No_Viaja,Ventas,1,Ciencias de la Vida,2,Femenino,88,2,Representante de Ventas,4,Soltero,2342,0,No,19,3,3,2,2,2,2,2
45,No,Viaja_Raramente,Ventas,2,Ciencias de la Vida,4,Femenino,90,3,Gerente,4,Casado,17650,3,No,13,3,26,4,9,3,1,1
32,No,No_Viaja,Investigación y Desarrollo,4,Medicina,4,Femenino,69,3,Técnico de Laboratorio,3,Soltero,4025,9,No,12,3,10,2,8,7,7,7
34,No,Viaja_Raramente,Ventas,4,Mercadeo,2,Masculino,75,4,Ejecutivo de Ventas,4,Divorciado,9725,0,No,11,3,16,2,15,1,0,9
59,No,Viaja_Raramente,Ventas,2,Grado Tí©cnico,2,Masculino,66,3,Gerente,4,Casado,11904,3,Si,14,3,14,1,6,4,0,4
45,No,Viaja_Raramente,Recursos Humanos,4,Medicina,2,Masculino,36,3,Recursos Humanos,2,Soltero,2177,1,No,16,3,6,3,6,3,0,4
53,No,Viaja_Frecuentemente,Ventas,3,Mercadeo,3,Femenino,38,2,Ejecutivo de Ventas,2,Casado,7525,2,No,12,3,30,2,15,7,6,12
34,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,3,Femenino,87,3,Representante de Ventas,3,Casado,2220,1,Si,19,3,1,2,1,1,0,0
28,No,Viaja_Raramente,Ventas,1,Medicina,4,Masculino,74,3,Representante de Ventas,2,Casado,1052,1,No,22,4,1,5,1,0,0,0
38,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Otro,3,Masculino,44,3,Cientí­fico de Investigación,3,Casado,2821,3,No,16,3,8,2,2,2,2,2
50,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,2,Masculino,62,3,Director de Investigación,3,Casado,19237,2,Si,11,3,29,2,8,1,7,7
37,No,Viaja_Raramente,Investigación y Desarrollo,3,Otro,4,Femenino,35,3,Representante de Salud,2,Soltero,4107,3,No,15,3,8,3,4,3,0,1
40,No,Viaja_Raramente,Ventas,3,Mercadeo,3,Masculino,74,3,Ejecutivo de Ventas,1,Casado,8396,1,No,14,3,8,3,7,7,7,5
26,No,Viaja_Frecuentemente,Investigación y Desarrollo,1,Medicina,1,Femenino,66,2,Cientí­fico de Investigación,3,Divorciado,2007,1,No,13,3,5,5,5,3,1,3
46,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,4,Masculino,40,3,Director de Investigación,4,Divorciado,19627,9,No,17,3,23,0,2,2,2,2
54,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,3,Femenino,41,2,Ejecutivo de Ventas,3,Casado,10686,6,No,11,3,13,4,9,4,7,0
56,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Medicina,1,Femenino,63,3,Cientí­fico de Investigación,3,Casado,2942,2,No,19,3,18,4,5,4,0,3
36,No,Viaja_Raramente,Investigación y Desarrollo,5,Medicina,4,Femenino,51,2,Director de Manufactura,4,Soltero,8858,0,No,11,3,15,2,14,8,7,8
55,No,No_Viaja,Investigación y Desarrollo,1,Medicina,3,Masculino,40,2,Gerente,1,Soltero,16756,7,No,15,3,31,3,9,7,6,2
43,No,Viaja_Raramente,Ventas,3,Medicina,3,Masculino,79,2,Ejecutivo de Ventas,4,Divorciado,10798,5,No,13,3,18,5,1,0,0,0
46,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Femenino,74,2,Cientí­fico de Investigación,1,Divorciado,4615,8,Si,23,4,19,2,16,13,1,7
26,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,1,Masculino,59,2,Técnico de Laboratorio,1,Casado,3955,1,No,16,3,6,2,5,3,1,3
30,No,Viaja_Raramente,Investigación y Desarrollo,3,Otro,3,Masculino,85,3,Director de Manufactura,1,Casado,9957,0,No,15,3,7,1,6,2,0,2
41,No,Viaja_Raramente,Investigación y Desarrollo,2,Grado Tí©cnico,2,Femenino,43,4,Cientí­fico de Investigación,3,Casado,3376,1,No,13,3,10,3,10,6,0,8
38,No,Viaja_Raramente,Investigación y Desarrollo,1,Ciencias de la Vida,3,Femenino,65,2,Representante de Salud,3,Casado,8823,0,No,18,3,20,4,19,9,1,9
40,No,Viaja_Raramente,Investigación y Desarrollo,4,Grado Tí©cnico,1,Masculino,61,3,Representante de Salud,4,Casado,10322,4,No,20,4,14,6,11,10,11,1
27,No,No_Viaja,Investigación y Desarrollo,5,Ciencias de la Vida,1,Masculino,87,1,Técnico de Laboratorio,3,Casado,4621,1,No,19,3,3,4,3,2,1,2
55,No,Viaja_Frecuentemente,Investigación y Desarrollo,1,Ciencias de la Vida,4,Masculino,65,3,Director de Manufactura,2,Casado,10976,3,No,18,3,23,4,3,2,1,2
28,No,Viaja_Raramente,Investigación y Desarrollo,3,Otro,3,Femenino,59,3,Cientí­fico de Investigación,3,Soltero,3660,3,No,13,3,10,4,8,7,1,7
33,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,34,2,Representante de Salud,4,Divorciado,7119,4,No,15,3,9,2,3,2,1,2
28,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,1,Masculino,50,3,Técnico de Laboratorio,3,Divorciado,2207,1,No,16,3,4,5,4,2,2,2
34,No,Viaja_Frecuentemente,Investigación y Desarrollo,1,Ciencias de la Vida,1,Masculino,45,3,Representante de Salud,4,Soltero,7756,0,No,17,3,7,1,6,2,0,4
37,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,4,Femenino,88,2,Ejecutivo de Ventas,4,Divorciado,6694,2,Si,14,3,8,5,1,0,0,0
42,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,4,Masculino,35,3,Gerente,1,Casado,17665,0,No,17,3,23,3,22,6,13,7
33,No,Viaja_Frecuentemente,Ventas,3,Ciencias de la Vida,4,Femenino,30,3,Ejecutivo de Ventas,2,Casado,4302,0,No,17,3,4,3,3,2,0,2
34,No,No_Viaja,Investigación y Desarrollo,4,Ciencias de la Vida,3,Masculino,40,2,Cientí­fico de Investigación,4,Casado,2979,3,No,17,3,6,2,0,0,0,0
48,No,No_Viaja,Investigación y Desarrollo,4,Medicina,1,Masculino,35,4,Gerente,4,Soltero,16885,2,No,22,4,27,3,5,4,2,1
